file_name,Modality,Vocal Channel,Emotion,Intensity,Statement,Repetition,Actor,Gender
03-01-01-01-01-02-15.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,15,Male
03-01-01-01-01-02-16.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,16,Female
03-01-01-01-01-02-17.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,17,Male
03-01-01-01-01-02-18.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,18,Female
03-01-01-01-01-02-19.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,19,Male
03-01-01-01-01-02-20.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,20,Female
03-01-01-01-01-02-21.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,21,Male
03-01-01-01-01-02-22.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,22,Female
03-01-01-01-01-02-23.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,23,Male
03-01-01-01-01-02-24.wav,audio,speech,neutral,normal,Kids are talking by the door,Second,24,Female
03-01-01-01-02-01-01.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,01,Male
03-01-01-01-02-01-02.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,02,Female
03-01-01-01-02-01-03.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,03,Male
03-01-01-01-02-01-04.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,04,Female
03-01-01-01-02-01-05.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,05,Male
03-01-01-01-02-01-06.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,06,Female
03-01-01-01-02-01-07.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,07,Male
03-01-01-01-02-01-08.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,08,Female
03-01-01-01-02-01-09.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,09,Male
03-01-01-01-02-01-10.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,10,Female
03-01-01-01-02-01-11.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,11,Male
03-01-01-01-02-01-12.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,12,Female
03-01-01-01-02-01-13.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,13,Male
03-01-01-01-02-01-14.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,14,Female
03-01-01-01-02-01-15.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,15,Male
03-01-01-01-02-01-16.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,16,Female
03-01-01-01-02-01-17.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,17,Male
03-01-01-01-02-01-18.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,18,Female
03-01-01-01-02-01-19.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,19,Male
03-01-01-01-02-01-20.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,20,Female
03-01-01-01-02-01-21.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,21,Male
03-01-01-01-02-01-22.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,22,Female
03-01-01-01-02-01-23.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,23,Male
03-01-01-01-02-01-24.wav,audio,speech,neutral,normal,Dogs are sitting by the door,First,24,Female
03-01-01-01-02-02-01.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,01,Male
03-01-01-01-02-02-02.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,02,Female
03-01-01-01-02-02-03.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,03,Male
03-01-01-01-02-02-04.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,04,Female
03-01-01-01-02-02-05.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,05,Male
03-01-01-01-02-02-06.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,06,Female
03-01-01-01-02-02-07.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,07,Male
03-01-01-01-02-02-08.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,08,Female
03-01-01-01-02-02-09.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,09,Male
03-01-01-01-02-02-10.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,10,Female
03-01-01-01-02-02-11.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,11,Male
03-01-01-01-02-02-12.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,12,Female
03-01-01-01-02-02-13.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,13,Male
03-01-01-01-02-02-14.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,14,Female
03-01-01-01-02-02-15.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,15,Male
03-01-01-01-02-02-16.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,16,Female
03-01-01-01-02-02-17.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,17,Male
03-01-01-01-02-02-18.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,18,Female
03-01-01-01-02-02-19.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,19,Male
03-01-01-01-02-02-20.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,20,Female
03-01-01-01-02-02-21.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,21,Male
03-01-01-01-02-02-22.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,22,Female
03-01-01-01-02-02-23.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,23,Male
03-01-01-01-02-02-24.wav,audio,speech,neutral,normal,Dogs are sitting by the door,Second,24,Female
03-01-02-01-01-01-01.wav,audio,speech,calm,normal,Kids are talking by the door,First,01,Male
03-01-02-01-01-01-02.wav,audio,speech,calm,normal,Kids are talking by the door,First,02,Female
03-01-02-01-01-01-03.wav,audio,speech,calm,normal,Kids are talking by the door,First,03,Male
03-01-02-01-01-01-04.wav,audio,speech,calm,normal,Kids are talking by the door,First,04,Female
03-01-02-01-01-01-05.wav,audio,speech,calm,normal,Kids are talking by the door,First,05,Male
03-01-02-01-01-01-06.wav,audio,speech,calm,normal,Kids are talking by the door,First,06,Female
03-01-02-01-01-01-07.wav,audio,speech,calm,normal,Kids are talking by the door,First,07,Male
03-01-02-01-01-01-08.wav,audio,speech,calm,normal,Kids are talking by the door,First,08,Female
03-01-02-01-01-01-09.wav,audio,speech,calm,normal,Kids are talking by the door,First,09,Male
03-01-02-01-01-01-10.wav,audio,speech,calm,normal,Kids are talking by the door,First,10,Female
03-01-02-01-01-01-11.wav,audio,speech,calm,normal,Kids are talking by the door,First,11,Male
03-01-02-01-01-01-12.wav,audio,speech,calm,normal,Kids are talking by the door,First,12,Female
03-01-02-01-01-01-13.wav,audio,speech,calm,normal,Kids are talking by the door,First,13,Male
03-01-02-01-01-01-14.wav,audio,speech,calm,normal,Kids are talking by the door,First,14,Female
03-01-02-01-01-01-15.wav,audio,speech,calm,normal,Kids are talking by the door,First,15,Male
03-01-02-01-01-01-16.wav,audio,speech,calm,normal,Kids are talking by the door,First,16,Female
03-01-02-01-01-01-17.wav,audio,speech,calm,normal,Kids are talking by the door,First,17,Male
03-01-02-01-01-01-18.wav,audio,speech,calm,normal,Kids are talking by the door,First,18,Female
03-01-02-01-01-01-19.wav,audio,speech,calm,normal,Kids are talking by the door,First,19,Male
03-01-02-01-01-01-20.wav,audio,speech,calm,normal,Kids are talking by the door,First,20,Female
03-01-02-01-01-01-21.wav,audio,speech,calm,normal,Kids are talking by the door,First,21,Male
03-01-02-01-01-01-22.wav,audio,speech,calm,normal,Kids are talking by the door,First,22,Female
03-01-02-01-01-01-23.wav,audio,speech,calm,normal,Kids are talking by the door,First,23,Male
03-01-02-01-01-01-24.wav,audio,speech,calm,normal,Kids are talking by the door,First,24,Female
03-01-02-01-01-02-01.wav,audio,speech,calm,normal,Kids are talking by the door,Second,01,Male
03-01-02-01-01-02-02.wav,audio,speech,calm,normal,Kids are talking by the door,Second,02,Female
03-01-02-01-01-02-03.wav,audio,speech,calm,normal,Kids are talking by the door,Second,03,Male
03-01-02-01-01-02-04.wav,audio,speech,calm,normal,Kids are talking by the door,Second,04,Female
03-01-02-01-01-02-05.wav,audio,speech,calm,normal,Kids are talking by the door,Second,05,Male
03-01-02-01-01-02-06.wav,audio,speech,calm,normal,Kids are talking by the door,Second,06,Female
03-01-02-01-01-02-07.wav,audio,speech,calm,normal,Kids are talking by the door,Second,07,Male
03-01-02-01-01-02-08.wav,audio,speech,calm,normal,Kids are talking by the door,Second,08,Female
03-01-02-01-01-02-09.wav,audio,speech,calm,normal,Kids are talking by the door,Second,09,Male
03-01-02-01-01-02-10.wav,audio,speech,calm,normal,Kids are talking by the door,Second,10,Female
03-01-02-01-01-02-11.wav,audio,speech,calm,normal,Kids are talking by the door,Second,11,Male
03-01-02-01-01-02-12.wav,audio,speech,calm,normal,Kids are talking by the door,Second,12,Female
03-01-02-01-01-02-13.wav,audio,speech,calm,normal,Kids are talking by the door,Second,13,Male
03-01-02-01-01-02-14.wav,audio,speech,calm,normal,Kids are talking by the door,Second,14,Female
03-01-02-01-01-02-15.wav,audio,speech,calm,normal,Kids are talking by the door,Second,15,Male
03-01-02-01-01-02-16.wav,audio,speech,calm,normal,Kids are talking by the door,Second,16,Female
03-01-02-01-01-02-17.wav,audio,speech,calm,normal,Kids are talking by the door,Second,17,Male
03-01-02-01-01-02-18.wav,audio,speech,calm,normal,Kids are talking by the door,Second,18,Female
03-01-02-01-01-02-19.wav,audio,speech,calm,normal,Kids are talking by the door,Second,19,Male
03-01-02-01-01-02-20.wav,audio,speech,calm,normal,Kids are talking by the door,Second,20,Female
03-01-02-01-01-02-21.wav,audio,speech,calm,normal,Kids are talking by the door,Second,21,Male
03-01-02-01-01-02-22.wav,audio,speech,calm,normal,Kids are talking by the door,Second,22,Female
03-01-02-01-01-02-23.wav,audio,speech,calm,normal,Kids are talking by the door,Second,23,Male
03-01-02-01-01-02-24.wav,audio,speech,calm,normal,Kids are talking by the door,Second,24,Female
03-01-02-01-02-01-01.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,01,Male
03-01-02-01-02-01-02.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,02,Female
03-01-02-01-02-01-03.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,03,Male
03-01-02-01-02-01-04.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,04,Female
03-01-02-01-02-01-05.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,05,Male
03-01-02-01-02-01-06.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,06,Female
03-01-02-01-02-01-07.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,07,Male
03-01-02-01-02-01-08.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,08,Female
03-01-02-01-02-01-09.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,09,Male
03-01-02-01-02-01-10.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,10,Female
03-01-02-01-02-01-11.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,11,Male
03-01-02-01-02-01-12.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,12,Female
03-01-02-01-02-01-13.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,13,Male
03-01-02-01-02-01-14.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,14,Female
03-01-02-01-02-01-15.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,15,Male
03-01-02-01-02-01-16.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,16,Female
03-01-02-01-02-01-17.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,17,Male
03-01-02-01-02-01-18.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,18,Female
03-01-02-01-02-01-19.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,19,Male
03-01-02-01-02-01-20.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,20,Female
03-01-02-01-02-01-21.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,21,Male
03-01-02-01-02-01-22.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,22,Female
03-01-02-01-02-01-23.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,23,Male
03-01-02-01-02-01-24.wav,audio,speech,calm,normal,Dogs are sitting by the door,First,24,Female
03-01-02-01-02-02-01.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,01,Male
03-01-02-01-02-02-02.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,02,Female
03-01-02-01-02-02-03.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,03,Male
03-01-02-01-02-02-04.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,04,Female
03-01-02-01-02-02-05.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,05,Male
03-01-02-01-02-02-06.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,06,Female
03-01-02-01-02-02-07.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,07,Male
03-01-02-01-02-02-08.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,08,Female
03-01-02-01-02-02-09.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,09,Male
03-01-02-01-02-02-10.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,10,Female
03-01-02-01-02-02-11.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,11,Male
03-01-02-01-02-02-12.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,12,Female
03-01-02-01-02-02-13.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,13,Male
03-01-02-01-02-02-14.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,14,Female
03-01-02-01-02-02-15.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,15,Male
03-01-02-01-02-02-16.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,16,Female
03-01-02-01-02-02-17.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,17,Male
03-01-02-01-02-02-18.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,18,Female
03-01-02-01-02-02-19.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,19,Male
03-01-02-01-02-02-20.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,20,Female
03-01-02-01-02-02-21.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,21,Male
03-01-02-01-02-02-22.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,22,Female
03-01-02-01-02-02-23.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,23,Male
03-01-02-01-02-02-24.wav,audio,speech,calm,normal,Dogs are sitting by the door,Second,24,Female
03-01-02-02-01-01-01.wav,audio,speech,calm,strong,Kids are talking by the door,First,01,Male
03-01-02-02-01-01-02.wav,audio,speech,calm,strong,Kids are talking by the door,First,02,Female
03-01-02-02-01-01-03.wav,audio,speech,calm,strong,Kids are talking by the door,First,03,Male
03-01-02-02-01-01-04.wav,audio,speech,calm,strong,Kids are talking by the door,First,04,Female
03-01-02-02-01-01-05.wav,audio,speech,calm,strong,Kids are talking by the door,First,05,Male
03-01-02-02-01-01-06.wav,audio,speech,calm,strong,Kids are talking by the door,First,06,Female
03-01-02-02-01-01-07.wav,audio,speech,calm,strong,Kids are talking by the door,First,07,Male
03-01-02-02-01-01-08.wav,audio,speech,calm,strong,Kids are talking by the door,First,08,Female
03-01-02-02-01-01-09.wav,audio,speech,calm,strong,Kids are talking by the door,First,09,Male
03-01-02-02-01-01-10.wav,audio,speech,calm,strong,Kids are talking by the door,First,10,Female
03-01-02-02-01-01-11.wav,audio,speech,calm,strong,Kids are talking by the door,First,11,Male
03-01-02-02-01-01-12.wav,audio,speech,calm,strong,Kids are talking by the door,First,12,Female
03-01-02-02-01-01-13.wav,audio,speech,calm,strong,Kids are talking by the door,First,13,Male
03-01-02-02-01-01-14.wav,audio,speech,calm,strong,Kids are talking by the door,First,14,Female
03-01-02-02-01-01-15.wav,audio,speech,calm,strong,Kids are talking by the door,First,15,Male
03-01-02-02-01-01-16.wav,audio,speech,calm,strong,Kids are talking by the door,First,16,Female
03-01-02-02-01-01-17.wav,audio,speech,calm,strong,Kids are talking by the door,First,17,Male
03-01-02-02-01-01-18.wav,audio,speech,calm,strong,Kids are talking by the door,First,18,Female
03-01-02-02-01-01-19.wav,audio,speech,calm,strong,Kids are talking by the door,First,19,Male
03-01-02-02-01-01-20.wav,audio,speech,calm,strong,Kids are talking by the door,First,20,Female
03-01-02-02-01-01-21.wav,audio,speech,calm,strong,Kids are talking by the door,First,21,Male
03-01-02-02-01-01-22.wav,audio,speech,calm,strong,Kids are talking by the door,First,22,Female
03-01-02-02-01-01-23.wav,audio,speech,calm,strong,Kids are talking by the door,First,23,Male
03-01-02-02-01-01-24.wav,audio,speech,calm,strong,Kids are talking by the door,First,24,Female
03-01-02-02-01-02-01.wav,audio,speech,calm,strong,Kids are talking by the door,Second,01,Male
03-01-02-02-01-02-02.wav,audio,speech,calm,strong,Kids are talking by the door,Second,02,Female
03-01-02-02-01-02-03.wav,audio,speech,calm,strong,Kids are talking by the door,Second,03,Male
03-01-02-02-01-02-04.wav,audio,speech,calm,strong,Kids are talking by the door,Second,04,Female
03-01-02-02-01-02-05.wav,audio,speech,calm,strong,Kids are talking by the door,Second,05,Male
03-01-02-02-01-02-06.wav,audio,speech,calm,strong,Kids are talking by the door,Second,06,Female
03-01-02-02-01-02-07.wav,audio,speech,calm,strong,Kids are talking by the door,Second,07,Male
03-01-02-02-01-02-08.wav,audio,speech,calm,strong,Kids are talking by the door,Second,08,Female
03-01-02-02-01-02-09.wav,audio,speech,calm,strong,Kids are talking by the door,Second,09,Male
03-01-02-02-01-02-10.wav,audio,speech,calm,strong,Kids are talking by the door,Second,10,Female
03-01-02-02-01-02-11.wav,audio,speech,calm,strong,Kids are talking by the door,Second,11,Male
03-01-02-02-01-02-12.wav,audio,speech,calm,strong,Kids are talking by the door,Second,12,Female
03-01-02-02-01-02-13.wav,audio,speech,calm,strong,Kids are talking by the door,Second,13,Male
03-01-02-02-01-02-14.wav,audio,speech,calm,strong,Kids are talking by the door,Second,14,Female
03-01-02-02-01-02-15.wav,audio,speech,calm,strong,Kids are talking by the door,Second,15,Male
03-01-02-02-01-02-16.wav,audio,speech,calm,strong,Kids are talking by the door,Second,16,Female
03-01-02-02-01-02-17.wav,audio,speech,calm,strong,Kids are talking by the door,Second,17,Male
03-01-02-02-01-02-18.wav,audio,speech,calm,strong,Kids are talking by the door,Second,18,Female
03-01-02-02-01-02-19.wav,audio,speech,calm,strong,Kids are talking by the door,Second,19,Male
03-01-02-02-01-02-20.wav,audio,speech,calm,strong,Kids are talking by the door,Second,20,Female
03-01-02-02-01-02-21.wav,audio,speech,calm,strong,Kids are talking by the door,Second,21,Male
03-01-02-02-01-02-22.wav,audio,speech,calm,strong,Kids are talking by the door,Second,22,Female
03-01-02-02-01-02-23.wav,audio,speech,calm,strong,Kids are talking by the door,Second,23,Male
03-01-02-02-01-02-24.wav,audio,speech,calm,strong,Kids are talking by the door,Second,24,Female
03-01-02-02-02-01-01.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,01,Male
03-01-02-02-02-01-02.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,02,Female
03-01-02-02-02-01-03.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,03,Male
03-01-02-02-02-01-04.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,04,Female
03-01-02-02-02-01-05.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,05,Male
03-01-02-02-02-01-06.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,06,Female
03-01-02-02-02-01-07.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,07,Male
03-01-02-02-02-01-08.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,08,Female
03-01-02-02-02-01-09.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,09,Male
03-01-02-02-02-01-10.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,10,Female
03-01-02-02-02-01-11.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,11,Male
03-01-02-02-02-01-12.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,12,Female
03-01-02-02-02-01-13.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,13,Male
03-01-02-02-02-01-14.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,14,Female
03-01-02-02-02-01-15.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,15,Male
03-01-02-02-02-01-16.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,16,Female
03-01-02-02-02-01-17.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,17,Male
03-01-02-02-02-01-18.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,18,Female
03-01-02-02-02-01-19.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,19,Male
03-01-02-02-02-01-20.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,20,Female
03-01-02-02-02-01-21.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,21,Male
03-01-02-02-02-01-22.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,22,Female
03-01-02-02-02-01-23.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,23,Male
03-01-02-02-02-01-24.wav,audio,speech,calm,strong,Dogs are sitting by the door,First,24,Female
03-01-02-02-02-02-01.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,01,Male
03-01-02-02-02-02-02.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,02,Female
03-01-02-02-02-02-03.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,03,Male
03-01-02-02-02-02-04.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,04,Female
03-01-02-02-02-02-05.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,05,Male
03-01-02-02-02-02-06.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,06,Female
03-01-02-02-02-02-07.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,07,Male
03-01-02-02-02-02-08.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,08,Female
03-01-02-02-02-02-09.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,09,Male
03-01-02-02-02-02-10.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,10,Female
03-01-02-02-02-02-11.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,11,Male
03-01-02-02-02-02-12.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,12,Female
03-01-02-02-02-02-13.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,13,Male
03-01-02-02-02-02-14.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,14,Female
03-01-02-02-02-02-15.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,15,Male
03-01-02-02-02-02-16.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,16,Female
03-01-02-02-02-02-17.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,17,Male
03-01-02-02-02-02-18.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,18,Female
03-01-02-02-02-02-19.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,19,Male
03-01-02-02-02-02-20.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,20,Female
03-01-02-02-02-02-21.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,21,Male
03-01-02-02-02-02-22.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,22,Female
03-01-02-02-02-02-23.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,23,Male
03-01-02-02-02-02-24.wav,audio,speech,calm,strong,Dogs are sitting by the door,Second,24,Female
03-01-03-01-01-01-01.wav,audio,speech,happy,normal,Kids are talking by the door,First,01,Male
03-01-03-01-01-01-02.wav,audio,speech,happy,normal,Kids are talking by the door,First,02,Female
03-01-03-01-01-01-03.wav,audio,speech,happy,normal,Kids are talking by the door,First,03,Male
